Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/26/2021,AQS,60370016,1,0.033,ppm,31,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/27/2021,AQS,60370016,1,0.036,ppm,33,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/28/2021,AQS,60370016,1,0.039,ppm,36,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/29/2021,AQS,60370016,1,0.034,ppm,31,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/30/2021,AQS,60370016,1,0.035,ppm,32,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/31/2021,AQS,60370016,1,0.038,ppm,35,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/1/2021,AQS,60370016,1,0.021,ppm,19,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/2/2021,AQS,60370016,1,0.03,ppm,28,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/3/2021,AQS,60370016,1,0.025,ppm,23,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/4/2021,AQS,60370016,1,0.035,ppm,32,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/5/2021,AQS,60370016,1,0.04,ppm,37,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/6/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/7/2021,AQS,60370016,1,0.047,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/8/2021,AQS,60370016,1,0.04,ppm,37,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/9/2021,AQS,60370016,1,0.038,ppm,35,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/10/2021,AQS,60370016,1,0.035,ppm,32,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/11/2021,AQS,60370016,1,0.045,ppm,42,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/12/2021,AQS,60370016,1,0.038,ppm,35,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/13/2021,AQS,60370016,1,0.035,ppm,32,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/14/2021,AQS,60370016,1,0.04,ppm,37,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/15/2021,AQS,60370016,1,0.034,ppm,31,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/16/2021,AQS,60370016,1,0.035,ppm,32,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/17/2021,AQS,60370016,1,0.037,ppm,34,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/18/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/19/2021,AQS,60370016,1,0.041,ppm,38,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/20/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/21/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/22/2021,AQS,60370016,1,0.044,ppm,41,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/23/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/24/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/25/2021,AQS,60370016,1,0.045,ppm,42,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/26/2021,AQS,60370016,1,0.041,ppm,38,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/27/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/28/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/1/2021,AQS,60370016,1,0.041,ppm,38,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/2/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/3/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/4/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/5/2021,AQS,60370016,1,0.051,ppm,47,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/6/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/7/2021,AQS,60370016,1,0.041,ppm,38,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/8/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/9/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/10/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/11/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/12/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/13/2021,AQS,60370016,1,0.044,ppm,41,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/14/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/15/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/16/2021,AQS,60370016,1,0.04,ppm,37,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/17/2021,AQS,60370016,1,0.04,ppm,37,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/18/2021,AQS,60370016,1,0.051,ppm,47,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/19/2021,AQS,60370016,1,0.044,ppm,41,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/20/2021,AQS,60370016,1,0.043,ppm,40,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/21/2021,AQS,60370016,1,0.05,ppm,46,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/22/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/23/2021,AQS,60370016,1,0.044,ppm,41,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/24/2021,AQS,60370016,1,0.046,ppm,43,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/25/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/26/2021,AQS,60370016,1,0.044,ppm,41,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/27/2021,AQS,60370016,1,0.053,ppm,49,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/28/2021,AQS,60370016,1,0.059,ppm,64,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/29/2021,AQS,60370016,1,0.057,ppm,58,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/30/2021,AQS,60370016,1,0.058,ppm,61,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/31/2021,AQS,60370016,1,0.056,ppm,54,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/1/2021,AQS,60370016,1,0.051,ppm,47,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/2/2021,AQS,60370016,1,0.065,ppm,84,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/3/2021,AQS,60370016,1,0.074,ppm,112,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/4/2021,AQS,60370016,1,0.074,ppm,112,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/5/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/6/2021,AQS,60370016,1,0.053,ppm,49,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/7/2021,AQS,60370016,1,0.066,ppm,87,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/8/2021,AQS,60370016,1,0.057,ppm,58,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/9/2021,AQS,60370016,1,0.062,ppm,74,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/10/2021,AQS,60370016,1,0.07,ppm,100,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/11/2021,AQS,60370016,1,0.067,ppm,90,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/12/2021,AQS,60370016,1,0.052,ppm,48,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/13/2021,AQS,60370016,1,0.037,ppm,34,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/14/2021,AQS,60370016,1,0.051,ppm,47,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/15/2021,AQS,60370016,1,0.055,ppm,51,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/16/2021,AQS,60370016,1,0.058,ppm,61,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/17/2021,AQS,60370016,1,0.066,ppm,87,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/18/2021,AQS,60370016,1,0.056,ppm,54,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/19/2021,AQS,60370016,1,0.061,ppm,71,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/20/2021,AQS,60370016,1,0.054,ppm,50,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/21/2021,AQS,60370016,1,0.042,ppm,39,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/22/2021,AQS,60370016,1,0.036,ppm,33,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/23/2021,AQS,60370016,1,0.04,ppm,37,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/24/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/25/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/26/2021,AQS,60370016,1,0.041,ppm,38,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/27/2021,AQS,60370016,1,0.045,ppm,42,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/28/2021,AQS,60370016,1,0.052,ppm,48,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/29/2021,AQS,60370016,1,0.066,ppm,87,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/30/2021,AQS,60370016,1,0.076,ppm,119,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/1/2021,AQS,60370016,1,0.059,ppm,64,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/2/2021,AQS,60370016,1,0.041,ppm,38,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/3/2021,AQS,60370016,1,0.055,ppm,51,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/4/2021,AQS,60370016,1,0.069,ppm,97,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/5/2021,AQS,60370016,1,0.074,ppm,112,Glendora,14,82,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/6/2021,AQS,60370016,1,0.055,ppm,51,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/7/2021,AQS,60370016,1,0.054,ppm,50,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/8/2021,AQS,60370016,1,0.062,ppm,74,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/9/2021,AQS,60370016,1,0.057,ppm,58,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/10/2021,AQS,60370016,1,0.047,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/11/2021,AQS,60370016,1,0.059,ppm,64,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/12/2021,AQS,60370016,1,0.064,ppm,80,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/13/2021,AQS,60370016,1,0.055,ppm,51,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/14/2021,AQS,60370016,1,0.063,ppm,77,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/15/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/16/2021,AQS,60370016,1,0.039,ppm,36,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/17/2021,AQS,60370016,1,0.036,ppm,33,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/18/2021,AQS,60370016,1,0.06,ppm,67,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/19/2021,AQS,60370016,1,0.06,ppm,67,Glendora,14,82,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/20/2021,AQS,60370016,1,0.046,ppm,43,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/21/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/22/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/23/2021,AQS,60370016,1,0.055,ppm,51,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/24/2021,AQS,60370016,1,0.067,ppm,90,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/25/2021,AQS,60370016,1,0.07,ppm,100,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/26/2021,AQS,60370016,1,0.052,ppm,48,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/27/2021,AQS,60370016,1,0.061,ppm,71,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/28/2021,AQS,60370016,1,0.069,ppm,97,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/29/2021,AQS,60370016,1,0.056,ppm,54,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/30/2021,AQS,60370016,1,0.056,ppm,54,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/31/2021,AQS,60370016,1,0.064,ppm,80,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/1/2021,AQS,60370016,1,0.069,ppm,97,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/2/2021,AQS,60370016,1,0.073,ppm,108,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/3/2021,AQS,60370016,1,0.063,ppm,77,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/4/2021,AQS,60370016,1,0.055,ppm,51,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/5/2021,AQS,60370016,1,0.056,ppm,54,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/6/2021,AQS,60370016,1,0.048,ppm,44,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/7/2021,AQS,60370016,1,0.037,ppm,34,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/8/2021,AQS,60370016,1,0.057,ppm,58,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/9/2021,AQS,60370016,1,0.049,ppm,45,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/10/2021,AQS,60370016,1,0.053,ppm,49,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/11/2021,AQS,60370016,1,0.07,ppm,100,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/12/2021,AQS,60370016,1,0.092,ppm,166,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/13/2021,AQS,60370016,1,0.083,ppm,143,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/14/2021,AQS,60370016,1,0.069,ppm,97,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/17/2021,AQS,60370016,1,0.057,ppm,58,Glendora,13,76,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/18/2021,AQS,60370016,1,0.058,ppm,61,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/19/2021,AQS,60370016,1,0.084,ppm,147,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/20/2021,AQS,60370016,1,0.071,ppm,101,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/21/2021,AQS,60370016,1,0.075,ppm,115,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/22/2021,AQS,60370016,1,0.062,ppm,74,Glendora,17,100,44201,Ozone,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
